TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Correct	Sorted	Time
0	0	PeterisP/morphology	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNull(locītājs.getDefaultSettings());	0	0	77.79789590835571
0	1	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	"assertNotEquals(""STR"",vārds.toString());"	0	0	77.79789590835571
0	2	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertFalse(wordforms.isEmpty());	0	0	77.79789590835571
0	3	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	"assertNotSame(vārds,locītājs.analyze(""STR""));"	0	0	77.79789590835571
0	4	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotEquals(0,locītājs.clearCache());	0	0	77.79789590835571
0	5	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertEquals(0,locītājs.getCacheSize());	0	0	77.79789590835571
0	6	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertArrayEquals(2,3});	0	0	77.79789590835571
0	7	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotNull(locītājs.getAnalyzerType());	0	0	77.79789590835571
0	8	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertSame(locītājs,locītājs.getInstance());	0	0	77.79789590835571
0	9	/	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(locītājs.enableGuessing);	0	0	77.79789590835571
1	0	PeterisP/morphology	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertTrue(locītājs.isRecognized());	0	0	73.18462109565735
1	1	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNotEquals(unexpectedValue,actualValue);	0	0	73.18462109565735
1	2	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertArrayEquals(expectedArray,actualArray);	0	0	73.18462109565735
1	3	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNotSame(unexpectedObject,actualObject);	0	0	73.18462109565735
1	4	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertFalse(locītājs.isRecognized());	0	0	73.18462109565735
1	5	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertSame(expectedObject,actualObject);	0	0	73.18462109565735
1	6	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNotNull(locītājs);	0	0	73.18462109565735
1	7	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNull(locītājs);	0	0	73.18462109565735
1	8	/	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertEquals(expectedValue,actualValue);	0	0	73.18462109565735
2	0	PeterisP/morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(locītājs.wordforms.isEmpty());	0	0	77.23554420471191
2	1	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(locītājs.guessVerbs);	0	0	77.23554420471191
2	2	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(locītājs.enableVocative);	0	0	77.23554420471191
2	3	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(locītājs.isRecognized());	0	0	77.23554420471191
2	4	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(locītājs.isRecognized());	0	0	77.23554420471191
2	5	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(locītājs.enableAllGuesses);	0	0	77.23554420471191
2	6	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertNotNull(austrumlatvija);	0	0	77.23554420471191
2	7	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertEquals(0,locītājs.getCacheSize());	0	0	77.23554420471191
2	8	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertNotSame(0,locītājs.wordforms.size());	0	0	77.23554420471191
2	9	/	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(locītājs.enableGuessing);	0	0	77.23554420471191
3	0	PeterisP/morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(locītājs.isRecognized());	0	0	90.26562309265137
3	1	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertNotEquals(expectedObject,actualObject);	0	0	90.26562309265137
3	2	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(locītājs.isRecognized());	0	0	90.26562309265137
3	3	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertEquals(2,w.wordforms.size());	0	0	90.26562309265137
3	4	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	"assertFalse(w.wordforms.contains(""STR""));"	0	0	90.26562309265137
3	5	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.wordforms.size()>=1);	0	0	90.26562309265137
3	6	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertEquals(expectedObject,actualObject);	0	0	90.26562309265137
3	7	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	"assertTrue(w.wordforms.contains(""STR""));"	0	0	90.26562309265137
3	8	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(w.wordforms.isEmpty());	0	0	90.26562309265137
3	9	/	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.wordforms.isEmpty());	0	0	90.26562309265137
4	0	hazelcast/hazelcast-simulator	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotSame(1,focalObject.getCoordinatorPort());	0	0	77.0362229347229
4	1	/	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotEquals(0,focalObject.getCoordinatorPort());	0	0	77.0362229347229
4	2	/	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotNull(focalObject.getCoordinatorPort());	0	0	77.0362229347229
4	3	/	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertTrue(focalObject.getCoordinatorPort()>=0);	0	0	77.0362229347229
4	4	/	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertEquals(0,focalObject.getCoordinatorPort());	0	0	77.0362229347229
4	5	/	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertArrayEquals(newint[]{0},newint[]{focalObject.getCoordinatorPort()});	0	0	77.0362229347229
