TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Correct	Sorted	Time
0	0	adlnet/jxapi	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotSame(expected,actual);	0	0	63.8723521232605
0	1	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(actual);	1	0	63.8723521232605
0	2	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertThat(actual,is(expected));	0	0	63.8723521232605
0	3	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertEquals(expected,actual);	0	0	63.8723521232605
0	4	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNull(actual);	0	0	63.8723521232605
0	5	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertArrayEquals(expectedArray,actualArray);	0	0	63.8723521232605
0	6	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotEquals(expected,actual);	0	0	63.8723521232605
0	7	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertFalse(condition);	0	0	63.8723521232605
0	8	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertSame(expected,actual);	0	0	63.8723521232605
0	9	/	ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertTrue(condition);	0	0	63.8723521232605
1	0	adlnet/jxapi	VerbsTest	testVoided	assertNotNull(actual);	assertNotNull(actual);	1	0	49.65318822860718
1	1	/	VerbsTest	testVoided	assertNotNull(actual);	"assertNotSame(Verbs.createVerb(""STR""),actual);"	0	0	49.65318822860718
1	2	/	VerbsTest	testVoided	assertNotNull(actual);	"assertEquals(""STR"",actual.getName());"	0	0	49.65318822860718
1	3	/	VerbsTest	testVoided	assertNotNull(actual);	"assertArrayEquals(newString[]{""STR""},actual.getAliases());"	0	0	49.65318822860718
1	4	/	VerbsTest	testVoided	assertNotNull(actual);	"assertNotEquals(Verbs.createVerb(""STR""),actual);"	0	0	49.65318822860718
1	5	/	VerbsTest	testVoided	assertNotNull(actual);	"assertSame(Verbs.createVerb(""STR""),actual);"	0	0	49.65318822860718
1	6	/	VerbsTest	testVoided	assertNotNull(actual);	assertThrows(IllegalArgumentException.class,()->Verbs.createVerb(null));	0	0	49.65318822860718
1	7	/	VerbsTest	testVoided	assertNotNull(actual);	assertFalse(actual.isNotVoided());	0	0	49.65318822860718
1	8	/	VerbsTest	testVoided	assertNotNull(actual);	"assertNotEquals(""STR"",actual.getName());"	0	0	49.65318822860718
1	9	/	VerbsTest	testVoided	assertNotNull(actual);	assertTrue(actual.isVoided());	0	0	49.65318822860718
2	0	adlnet/jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertNotSame(expected,actual);	0	0	41.38656282424927
2	1	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertEquals(expected,actual);	0	0	41.38656282424927
2	2	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertArrayEquals(expectedArray,actualArray);	0	0	41.38656282424927
2	3	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertNotEquals(expected,actual);	0	0	41.38656282424927
2	4	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertNotNull(object);	0	0	41.38656282424927
2	5	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertNull(object);	0	0	41.38656282424927
2	6	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertFalse(condition);	0	0	41.38656282424927
2	7	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertSame(expected,actual);	0	0	41.38656282424927
2	8	/	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertTrue(condition);	0	0	41.38656282424927
3	0	orientechnologies/orientdb	ODatabaseDocumentTxTest	testReturnDeclaredIntent	assertNotNull(db.getActiveIntent());	assertNotNull(internal.getActiveIntent());	0	0	776.0850610733032
3	1	/	ODatabaseDocumentTxTest	testReturnDeclaredIntent	assertNotNull(db.getActiveIntent());	assertTrue(getActiveIntent()instanceofOIntent);	0	0	776.0850610733032
3	2	/	ODatabaseDocumentTxTest	testReturnDeclaredIntent	assertNotNull(db.getActiveIntent());	assertNotNull(db.getActiveIntent());	1	0	776.0850610733032
