TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Correct	Sorted	Time
0	0	trautonen/coveralls-maven-plugin	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	assertNotNull(proxy.getPort());	0	0	89.79831027984619
0	1	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	"assertNotSame(""STR"",proxy.getProtocol());"	0	0	89.79831027984619
0	2	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	assertEquals(8080,proxy.getPort());	0	0	89.79831027984619
0	3	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	"assertEquals(""STR"",proxy.getHost());"	0	0	89.79831027984619
0	4	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	"assertEquals(""STR"",proxy.getProtocol());"	0	0	89.79831027984619
0	5	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	assertNotNull(proxy.getHost());	0	0	89.79831027984619
0	6	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	assertNotSame(1234,proxy.getPort());	0	0	89.79831027984619
0	7	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	"assertNotSame(""STR"",proxy.getHost());"	0	0	89.79831027984619
0	8	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	"assertTrue(proxy.getHost().startsWith(""STR""));"	0	0	89.79831027984619
0	9	/	CoverallsProxyClientTest	testConstructorWithProxy	"assertNotNull(newCoverallsProxyClient(""STR"",proxy));"	assertNotNull(proxy.getProtocol());	0	0	89.79831027984619
1	0	jcodec/jcodec	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertEquals(expected,FOCAL.estimeteSeekSize(10,5));	0	0	195.37758994102478
1	1	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertTrue(FOCAL.estimeteSeekSize(5,3)>=5&&FOCAL.estimeteSeekSize(5,3)<=10);	0	0	195.37758994102478
1	2	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	???;	0	0	195.37758994102478
1	3	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertTrue(FOCAL.estimeteSeekSize(5,3)<100);	0	0	195.37758994102478
1	4	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertTrue(FOCAL.estimeteSeekSize(5,3)%2==0);	0	0	195.37758994102478
1	5	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertTrue(FOCAL.estimeteSeekSize(5,3)>=0);	0	0	195.37758994102478
1	6	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertTrue(FOCAL.estimeteSeekSize(5,3)>0);	0	0	195.37758994102478
1	7	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertNotNull(FOCAL.estimeteSeekSize(5,3));	0	0	195.37758994102478
1	8	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertEquals(10,FOCAL.estimeteSeekSize(5,3));	0	0	195.37758994102478
1	9	/	SeekHeadFactoryTest	testEstimeteSeekSize	assertEquals(14,estimeteSeekSize(4,1));	assertNotEquals(20,FOCAL.estimeteSeekSize(5,3));	0	0	195.37758994102478
