TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(1, manager.countableLock.countLocks.get());	131.5342938899994	0	0	1	0	0
0	1	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertNull(reg_token_collectAuthConfidentialDisAttrpFirstgenAttack.clientEntity);	210.07038187980652	0	0	1	0	0
0	2	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertNotNull(lock);	110.94436502456665	0	0	1	0	0
0	3	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertTrue(lock.isHeldByCurrentThread());	148.91161489486694	0	0	1	0	0
0	4	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertFalse(manager.checkExclusiveLockExist(null));	77.30454301834106	0	0	1	0	0
0	5	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(2, countableLock.countLocks.get());	125.93149209022522	0	0	1	0	0
0	6	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(100, countableLock.softLimit.get() // Added ) {);	116.28351402282715	0	0	1	0	0
0	7	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(2, initCountLock(Mockito.doNothing().when(acquiredLock)));	117.91220498085022	0	0	1	0	0
0	8	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(2, manager.countableLock.countLocks.get());	98.05939388275146	0	0	1	0	0
0	9	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertTrue(manager.checkExclusiveLockExist(null));	391.23822593688965	0	0	1	0	0
0	10	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertEquals(-1, countableLock.hardLimit.get());	118.10339188575745	0	0	1	0	0
0	11	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	assertTrue(lock instanceof ReentrantLock` will generate this code: );	114.68752789497375	0	0	1	0	0
0	12	orientechnologies/orientdb	OneEntryPerKeyLockManagerNullKeysTest	testNullKeyExclusive	assertEquals(2,wrapper(lock).getLockCount());	"assertNotEquals("", inExpected, "").apply(operationThisOnLock)>length);"	128.9022831916809	0	0	1	0	0
