TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	NanoHttpd/nanohttpd	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[1],this.testServer.headers.get(""Content-Type""));"	25.740381956100464	0	0	1	0	0
	1	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(StringUtils.join(expected, StringUtils.LINE_SEPARATOR) + StringUtils.LINE_SEPARATOR,outputStream.toString()`);	36.44944095611572	0	0	1	0	0
	2	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertTrue(outputStream.toString().contains(responseBody));	18.81462812423706	0	0	1	0	0
	3	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertNotNull(this.testServer.response);	17.000123739242554	0	0	1	0	0
	4	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[1],this.testServer.getHeader(""Content-Type""));"	33.46277904510498	0	0	1	0	0
	5	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertNotNull(this.testServer.headers);	48.43385601043701	0	0	1	0	0
	6	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertTrue(testServer.headers.get(""Connection"").equals(""keep-alive""));"	37.82176494598389	0	0	1	0	0
	7	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertArrayEquals(expected,this.testServer.getOutput().split(""\\r?\\n""));"	32.42792510986328	0	0	1	0	0
	8	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(responseBody,this.testServer.response.getData());	16.662503004074097	0	0	1	0	0
	9	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertNull(this.testServer.serveUri);	37.45672869682312	0	0	1	0	0
	10	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(Status.OK,this.testServer.response.getStatus());	26.52566909790039	0	0	1	0	0
	11	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[0],this.testServer.response.getStatus() + "" "" + this.testServer.response.getReason());"	34.471635818481445	0	0	1	0	0
	12	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(5,lRs).}"" + ""<p noun_pool_objs =[83pbXz]"", NanoHTTPD.MIME_HTML, output.getResponse());"	40.37857103347778	0	0	1	0	0
	13	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(expected[3],this.testServer.response.getHeader(CONNECTION));	42.6318621635437	0	0	1	0	0
	14	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(NanoHTTPD.MIME_HTML,this.testServer.response.getContentType());	35.84403085708618	0	0	1	0	0
	15	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertTrue(outputStream.toString().startsWith(expected[0]));	18.20529317855835	0	0	1	0	0
	16	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(expected[5],this.testServer.response.getData());	14.974995851516724	0	0	1	0	0
	17	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertTrue(this.testServer.response.getData().contains(responseBody));	24.060054063796997	0	0	1	0	0
	18	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[2],this.testServer.response.getHeader(""Date""));"	15.108815908432007	0	0	1	0	0
