TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	adlnet/jxapi	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	22.85475730895996	0	1	1	0	0
	1	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(activity);	35.325201988220215	0	1	1	0	0
	2	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(actual);	21.198627710342407	1	0	1	0	0
	3	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	42.67148208618164	0	1	1	0	0
	4	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	24.926499843597412	0	1	1	0	0
	5	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	32.7631938457489	0	1	1	0	0
	6	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(actual);	29.889679670333862	1	0	1	0	0
	7	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(actual);	25.27488422393799	1	0	1	0	0
	8	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	33.92422604560852	0	1	1	0	0
	9	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(actual);	32.95172715187073	1	0	1	0	0
	10	/	ActivityTest	testGetId	assertNotNull(actual);	"assertEquals(""STR"",activity.getId());"	20.701622009277344	0	1	1	0	0
	11	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	18.02148985862732	0	1	1	0	0
	13	/	ActivityTest	testGetId	assertNotNull(actual);	"assertTrue(""STR"");"	30.050445079803467	0	1	1	0	0
	14	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(activity);	30.558198928833008	0	1	1	0	0
	15	/	ActivityTest	testGetId	assertNotNull(actual);	"assertNotNull(""STR"");"	37.31611895561218	0	1	1	0	0
	16	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	29.039762258529663	0	1	1	0	0
	18	/	ActivityTest	testGetId	assertNotNull(actual);	assertTrue(condition);	18.02175998687744	0	1	1	0	0
	19	/	ActivityTest	testGetId	assertNotNull(actual);	assertNotNull(activity);	31.350808143615723	0	1	1	0	0
	20	/	ActivityTest	testGetId	assertNotNull(actual);	"assertEquals(""STR"",activity.getId());"	26.607932806015015	0	1	1	0	0
	21	/	ActivityTest	testGetId	assertNotNull(actual);	"assertEquals(""STR"",""STR"");"	21.282938957214355	0	1	1	0	0
	22	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	66.39051604270935	0	1	1	0	0
	23	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,activity.getId());	26.95545220375061	0	1	1	0	0
	24	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,activity.getId());	28.939985036849976	0	1	1	0	0
	25	/	ActivityTest	testGetId	assertNotNull(actual);	assertTrue(activity.getId()!=null&&!activity.getId().trim().isEmpty());	22.99431085586548	0	1	1	0	0
	26	/	ActivityTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	50.009105920791626	0	1	1	0	0
	27	/	ActivityTest	testGetId	assertNotNull(actual);	assertTrue(condition));	17.630744695663452	0	1	1	0	0
	28	/	ActivityTest	testGetId	assertNotNull(actual);	assertTrue(SqlUtilities.AppFieldTable(FifthEntityGenderConstraints.oracleVersSignFlightDbResult,);	49.24284911155701	0	1	1	0	0
1	0	adlnet/jxapi	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId());	25.201797246932983	0	1	1	0	0
	1	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId()));	27.560019969940186	0	1	1	0	0
	2	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId());	21.68201971054077	0	1	1	0	0
	3	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertTrue()`statement.Nevertheless,tomodifythestatementasperyourrequirement,youmayrequiretoclarifytheintentofthetest.WhatspecificAssertion(s));	23.854918003082275	0	1	1	0	0
