TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Corr	Sorted	Time
0	0	NanoHttpd/nanohttpd	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertTrue(outputStream.size()>0);	0	1	32.8149471282959
	1	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(responseBody,testServer.response.getBodyAsString());	0	1	32.8149471282959
	2	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(expected[0],testServer.response.getStatusLine());	0	1	32.8149471282959
	3	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[1],""STR"");"	0	1	32.8149471282959
	4	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[3],""STR"");"	0	1	32.8149471282959
	5	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	"assertEquals(expected[4],""STR"");"	0	1	32.8149471282959
	6	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(responseBody,outputStream.toString());	0	1	32.8149471282959
	7	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(8,testServer.response.getLength());	0	1	32.8149471282959
	8	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(Status.OK,testServer.response.getStatus());	0	1	32.8149471282959
	9	/	HttpGetRequestTest	testOutputOfServeSentBackToClient	assertResponse(outputStream,expected);	assertEquals(HttpServerTest.URI,testServer.uri);	0	1	32.8149471282959
1	0	khennig/jpql-querybuilder	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	"assertEquals(""STR"",oc.render());"	0	1	31.932740926742554
	1	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	"assertNotEquals(""STR"",oc.render());"	0	1	31.932740926742554
	2	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	assertEquals(7,oc.render().length());	0	1	31.932740926742554
	3	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	assertTrue(!oc.render().isEmpty());	0	1	31.932740926742554
	4	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	"assertEquals(""STR"",oc.render().toLowerCase());"	0	1	31.932740926742554
	5	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	"assertEquals(""STR"",oc.render().toUpperCase());"	0	1	31.932740926742554
	6	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	assertNotNull(oc);	0	1	31.932740926742554
	7	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	assertNotNull(oc.render());	0	1	31.932740926742554
	8	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	"assertEquals(""STR"",oc.toString());"	0	1	31.932740926742554
	9	/	OrderColumnTest	renderDesc	"assertThat(oc.render()).isEqualTo(""STR"");"	"assertEquals(""STR"",oc.getColumn());"	0	1	31.932740926742554
2	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertNotNull(results);	0	1	41.63111662864685
	1	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertTrue(results.size()>0);	0	1	41.63111662864685
	2	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertFalse(results.isEmpty());	0	1	41.63111662864685
	3	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertEquals(results.size(),1);	1	1	41.63111662864685
	4	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertNotEquals(0,results.size());	0	1	41.63111662864685
	5	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertSame(List.class,results.getClass());	0	1	41.63111662864685
	6	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertTrue(results.contains(results.get(0)));	0	1	41.63111662864685
	7	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertNotSame(results,results.get(0));	0	1	41.63111662864685
	8	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertTrue(results.get(0)instanceofODocument);	0	1	41.63111662864685
	9	/	OCommandExecutorSQLSelectTest	testEmbeddedMapOfMapsContainsValue	assertEquals(results.size(),1);	assertFalse(results.get(0)instanceofString);	0	1	41.63111662864685
3	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	assertEquals(results.size(),2);	1	1	64.30001902580261
	1	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	assertTrue(!results.isEmpty());	0	1	64.30001902580261
	2	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	assertNotNull(results);	0	1	64.30001902580261
	3	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	assertNotEquals(0,results.size());	0	1	64.30001902580261
	4	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	assertSame(ODocument.class,results.get(0).getClass());	0	1	64.30001902580261
	5	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	"assertTrue(""STR"");"	0	1	64.30001902580261
	6	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	"assertTrue(""STR"");"	0	1	64.30001902580261
	7	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	"assertEquals(""STR"",""STR"");"	0	1	64.30001902580261
	8	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	"assertEquals(""STR"",""STR"");"	0	1	64.30001902580261
	9	/	OCommandExecutorSQLSelectTest	testInvertedIndexedCondition	assertEquals(results.size(),2);	"assertFalse(""STR"");"	0	1	64.30001902580261
4	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	assertNotNull(db);	0	0	32.24895405769348
	1	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertNotEquals(0,""STR"");"	0	0	32.24895405769348
	2	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertEquals(26,""STR"");"	0	0	32.24895405769348
	3	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertTrue(""STR"");"	0	0	32.24895405769348
	4	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertEquals(0,""STR"");"	0	0	32.24895405769348
	5	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertNull(""STR"");"	0	0	32.24895405769348
	6	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertNotNull(""STR"");"	0	0	32.24895405769348
	7	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	"assertTrue(""STR"");"	0	0	32.24895405769348
	8	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	assertNotNull(db.getMetadata().getIndexManager().getIndexes());	0	0	32.24895405769348
	9	/	OCommandExecutorSQLSelectTest	testDoNotUseIndexWithOrNotIndexed	assertEquals(indexUsages(db),idxUsagesBefore);	assertTrue(db.getClusters().size()>=db.getMetadata().getSchema().getClasses().size());	0	0	32.24895405769348
5	0	orientechnologies/orientdb	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertTrue(isHasContent());	0	1	62.662595987319946
	1	/	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertFalse(!isHasContent());	0	1	62.662595987319946
	2	/	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertEquals(true,isHasContent());	0	1	62.662595987319946
	3	/	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertNotEquals(false,isHasContent());	0	1	62.662595987319946
	4	/	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertTrue(isHasContent()==true);	0	1	62.662595987319946
	5	/	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertFalse(isHasContent()!=true);	0	1	62.662595987319946
	6	/	ORemoteTransactionMessagesTest	testBeginTransactionEmptyWriteRead	assertFalse(readRequest.isHasContent());	assertEquals(Boolean.TRUE,Boolean.valueOf(isHasContent()));	0	1	62.662595987319946
