TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	basis-technology-corp/tcl-regex-java	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertEquals(0,(short)cm.getClass().getDeclaredMethod(""STR"",char.class).invoke(cm,'a'));"	95.44998812675476	0	1	1	0	0
	1	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertArrayEquals(newshort[Character.MAX_VALUE+1],cm.getClass().getDeclaredField(""STR"").get(cm));"	84.11894583702087	0	1	1	0	0
	2	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertNotNull(cm.getClass().getDeclaredField(""STR""));"	60.89663577079773	0	1	1	0	0
	3	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertEquals((short)0,result);	64.39105105400085	0	1	1	0	0
	4	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertEquals(-1,cm.getcolor('c'));	67.39969110488892	0	1	1	0	0
	6	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertNotEquals(0,cm.bmpMap['c']);	61.86633086204529	0	1	1	0	0
	7	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertEquals((short)0,cm.getcolor('c'));	56.0270037651062	0	1	1	0	0
	8	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertNotEquals(0,color);	57.6836621761322	0	1	1	0	0
	9	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertThrows(Exception.class,()->cm.okcolors('c'));	62.279524087905884	0	1	1	0	0
	11	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertTrue(cm.getcolor('a')>=0&&cm.getcolor('a')<=255);	60.24950385093689	0	1	1	0	0
	13	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertNotSame((short)0,color);	61.46268963813782	0	1	1	0	0
	14	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertEquals(expected,actual);	44.4961941242218	0	1	1	0	0
	18	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertTrue(Modifier.isPublic(cm.getClass().getDeclaredMethod(""STR"",char.class).getModifiers()));"	58.47051382064819	0	1	1	0	0
	20	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertEquals(Short.valueOf(0),cm.getcolor('a'));	53.703057050704956	0	1	1	0	0
	22	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertEquals(0,cm.getcolor('a'));	41.48911714553833	0	1	1	0	0
	24	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertFields(attrWithoutNext).new(""CGSort.prototype.callback"".paramOld(that.last,flagsLexerSchemaRedierction,getTranslationDefineSelf(NtroFolderOrPortCaseChar)}));"	100.49294304847717	0	1	1	0	0
	26	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertTrue(Modifier.isPublic(cm.getClass().getDeclaredMethod(""STR"",char.class).getModifiers()));"	59.068520069122314	0	1	1	0	0
	29	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertNotEquals(0,result);	60.57301616668701	0	1	1	0	0
1	1	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(result);	57.926515102386475	0	1	1	0	0
	2	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	45.13301491737366	1	0	1	0	0
	3	/	MatcherTest	reset	assertTrue(matcher.find());	assertFalse(actualResult);	148.475732088089	0	1	1	0	0
	5	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	52.509012937545776	1	0	1	0	0
	7	/	MatcherTest	reset	assertTrue(matcher.find());	assertFalse(matcher.find());	56.22664499282837	0	1	1	0	0
	9	/	MatcherTest	reset	assertTrue(matcher.find());	assertTrue(matcher.find());	45.42671990394592	1	0	1	0	0
