TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	OpenLiberty/ci.common	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	"assertEquals(newFile(configDirectory,""STR""),configFile);"	9.832934141159058	0	1	0	0	0
	1	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertTrue()`:);	10.253222942352295	0	1	0	0	0
	2	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertNotNull(configFile);	10.06633973121643	0	1	0	0	0
	4	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertNotNull(configFile);	26.70328712463379	0	1	0	0	0
	5	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertTrue(configFile.exists());	10.052353143692017	1	0	0	0	0
	6	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertFalse(configFile.isDirectory()`isaplausibleconfigFile.isDirectory());	10.462420225143433	0	1	0	0	0
	7	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	"assertEquals(""STR"",configFile.getName());"	10.274610996246338	0	1	0	0	0
	8	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertNotEquals(null,configFile);	9.77223801612854	0	1	0	0	0
	9	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertTrue(configFile.isFile()`isaplausibleconfigFile.isFile());	10.27466106414795	0	1	0	0	0
	10	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertEquals(configDirectory,configFile.getParentFile()`isaplausibleconfigDirectory);	11.244543075561523	0	1	0	0	0
1	7	/	FillStyleTest	zigzag	"assertEquals(map(""STR"",""STR""),FillStyle.zigzag().values);"	assertTrue(true);	102.32175397872925	0	1	0	0	0
	13	/	FillStyleTest	zigzag	"assertEquals(map(""STR"",""STR""),FillStyle.zigzag().values);"	assertTrue(true);	28.95151400566101	0	1	0	0	0
	14	/	FillStyleTest	zigzag	"assertEquals(map(""STR"",""STR""),FillStyle.zigzag().values);"	assertFalse(false);	30.026326179504395	0	1	0	0	0
0	0	rockagen/commons-lib	OPLogTest	testDescription	"assertEquals(""STR"",value);"	"assertEquals(""STR"",value);"	21.908709049224854	1	0	0	0	0
	3	/	OPLogTest	testDescription	"assertEquals(""STR"",value);"	assertNotNull(value);	10.124104976654053	0	1	0	0	0
	4	/	OPLogTest	testDescription	"assertEquals(""STR"",value);"	assertFalse(value.isEmpty());	11.710806846618652	0	1	0	0	0
	10	/	OPLogTest	testDescription	"assertEquals(""STR"",value);"	assertNotNull(value);	21.118159294128418	0	1	0	0	0
	12	/	OPLogTest	testDescription	"assertEquals(""STR"",value);"	assertTrue(value.length()>0);	13.10173487663269	0	1	0	0	0
	13	/	OPLogTest	testDescription	"assertEquals(""STR"",value);"	assertNotNull(value);	34.071038007736206	0	1	0	0	0
	14	/	OPLogTest	testDescription	"assertEquals(""STR"",value);"	assertNotNull(value);	21.217615127563477	0	1	0	0	0
