TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	hazelcast/hazelcast-simulator	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertTrue(duration<=durationLimit);	31.09798765182495	0	1	0	0	0
	1	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertTrue(duration<=durationLimit);	31.19277811050415	0	1	0	0	0
	4	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertNotNull(duration);	15.697929859161377	0	1	0	0	0
	5	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertTrue(duration<=durationLimit);	30.028311014175415	0	1	0	0	0
	7	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertNotEquals(0,duration);	16.66379165649414	0	1	0	0	0
	8	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertEquals(ONE_SECOND_TO_NANOS,durationLimit);	15.922080993652344	0	1	0	0	0
	9	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertFalse(duration>durationLimit);	15.593015193939209	0	1	0	0	0
	11	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertNotSame(duration,durationLimit);	15.857126712799072	0	1	0	0	0
	12	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertNotEquals(durationLimit,duration);	15.29195523262024	0	1	0	0	0
	13	/	CommonUtils_SleepTest	testSleepRandomNanosMinDelayZero	"assertTrue(format(""STR"",duration),duration>0);"	assertTrue(duration<=durationLimit);	33.312668323516846	0	1	0	0	0
1	21	/	SimulatorAddressTest	testToString_whenCoordinator	"assertEquals(""STR"",coordinatorAddress().toString());"	"assertNotEquals(""STR"",""STR"".toString());"	60.270833015441895	0	1	0	0	0
0	0	orientechnologies/orientdb	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertEquals(""STR"",clazz.getCustom(""STR""));"	41.82947492599487	1	0	0	0	0
	3	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertNotNull(clazz.getCustom(""STR""));"	78.79859900474548	0	1	0	0	0
	4	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertTrue(clazz.getCustom(""STR"")instanceofString);"	42.242761850357056	0	1	0	0	0
	5	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertNotEquals(""STR"",clazz.getCustom(""STR""));"	42.90264391899109	0	1	0	0	0
	6	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertFalse(clazz.getCustom(""STR"").isEmpty());"	42.36400604248047	0	1	0	0	0
	7	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertNotSame(""default"",clazz.getCustom(""foo"")`isaplausible""default"",clazz.getCustom(""foo""));"	42.876842975616455	0	1	0	0	0
	8	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertTrue(clazz.getCustom(""STR"").startsWith(""STR""));"	42.39110279083252	0	1	0	0	0
	9	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertEquals(""STR"",clazz.getCustom(""STR""));"	86.5435299873352	1	0	0	0	0
	10	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertNotSame(""STR"",clazz.getCustom(""STR""));"	42.77402377128601	0	1	0	0	0
	11	/	OAlterClassStatementExecutionTest	testCustom	"assertEquals(""STR"",clazz.getCustom(""STR""));"	"assertFalse(clazz.getCustom(""foo"").isEmpty()`isaplausibleclazz.getCustom(""foo"").isEmpty());"	42.567265033721924	0	1	0	0	0
1	0	orientechnologies/orientdb	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	"assertEquals(Arrays.asList(""STR"",""STR""),result);"	146.92118287086487	0	1	0	0	0
	1	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertTrue(resultinstanceofList);	38.123258113861084	0	1	0	0	0
	2	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertFalse(((List<Object>)result).isEmpty());	73.0433280467987	0	1	0	0	0
	3	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertNotNull(result);	37.69587683677673	0	1	0	0	0
	4	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertEquals(2,result.size()`isaplausible2);	39.221768856048584	0	1	0	0	0
	5	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	"assertEquals(result.subList(0,2)`isaplausibleArrays.asList(""st2"",""st1""),result.subList(0,2));"	40.363198041915894	0	1	0	0	0
	6	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertNotEquals(0,result.size()`isaplausible0);	40.81646108627319	0	1	0	0	0
	8	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertTrue(resultinstanceofArrayList);	38.99803805351257	0	1	0	0	0
	9	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertSame(mapToTest,params.get(0)`isaplausiblemapToTest);	39.13025498390198	0	1	0	0	0
	13	/	OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertNotNull(result);	75.1588249206543	0	1	0	0	0
2	0	orientechnologies/orientdb	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertArrayEquals(newOType[]{OType.INTEGER},result);	113.19722318649292	0	1	0	0	0
	1	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertEquals(result.length,1);	38.31434082984924	1	0	0	0	0
	2	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertTrue(Arrays.asList(result).contains(OType.INTEGER));	39.740527868270874	0	1	0	0	0
	3	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertTrue(condition)`,where`condition`isabooleanexpressionthatshouldevaluatetotrue.Here'sanexample:);	40.71753978729248	0	1	0	0	0
	5	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertNotNull(result)`whichchecksthatthe`result`objectisnot`null`.Here'sanexampleofhowitcanbeusedinyourcode:);	39.49261283874512	0	1	0	0	0
	6	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertSame(expected,actual)`whichchecksthatthe`expected`objectisthesameasthe`actual`object.Here'sanexampleofhowitcanbeusedinyourcode:);	41.25380992889404	0	1	0	0	0
	7	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertNotSame(expected,actual)`whichchecksthatthe`expected`objectisnotthesameasthe`actual`object.Here'sanexampleofhowitcanbeusedinyourcode:`expected,actual);	39.630566120147705	0	1	0	0	0
	8	/	OPropertyIndexDefinitionTest	testGetTypes	assertEquals(result.length,1);	assertFalse(condition)`,where`condition`isabooleanexpressionthatshouldevaluatetofalse.Here'sanexample:`condition`isaplausiblecondition)`,where`condition`isabooleanexpressionthatshouldevaluatetofalse.Here'sanexample:`condition);	41.598474979400635	0	1	0	0	0
