TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	0	PeterisP/morphology	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(vārds.isRecognized());	30.965954065322876	1	0	0	0	0
/	1	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(vārds.isRecognized());	23.279816150665283	1	0	0	0	0
/	2	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertEquals(true,vārds.isRecognized());	12.150722026824951	0	1	0	0	0
/	3	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotNull(vārds);	12.704585075378418	0	1	0	0	0
/	4	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertFalse(vārds.wordforms.isEmpty());	11.421948909759521	0	1	0	0	0
/	5	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	"assertEquals(expectedValue,actualValue`whereyouwouldneedtoprovidetheexpectedValueandactualValueasarguments.Forexample,ifyouhaveanexpectedvalueof""ragus""andwanttocheckifitmatchestheanalyzedword,youcoulduse:);"	13.454894065856934	0	1	0	0	0
/	7	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(vārds.isRecognized());	28.43214988708496	1	0	0	0	0
/	9	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotNull(vārds);	23.339717864990234	0	1	0	0	0
/	10	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotEquals(expectedValue,actualValue`);	39.4166841506958	0	1	0	0	0
/	11	//	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(vārds.isRecognized());	27.337274074554443	1	0	0	0	0
1	2	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertTrue(lūzīs.isRecognized());	42.69022512435913	1	0	0	0	0
/	3	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertTrue(lūzīs.isRecognized());	24.76478099822998	1	0	0	0	0
/	10	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNotNull(lūzīs);	12.889904975891113	0	1	0	0	0
/	14	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertFalse(booleancondition)`.Thislūzīs.isRecognized());	15.895735740661621	0	1	0	0	0
/	15	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNull(Objectobject)`.This){);	16.242103099822998	0	1	0	0	0
/	24	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertNotNull(locītājs);	13.480147123336792	0	1	0	0	0
/	26	//	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertFalse(booleancondition)`.Thislocītājs.isRecognized());	14.125745058059692	0	1	0	0	0
2	0	PeterisP/morphology	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(austrumlatvija.isRecognized());	26.629677057266235	1	0	0	0	0
/	1	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(austrumlatvija.isRecognized());	27.144418239593506	1	0	0	0	0
/	3	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertEquals(true,austrumlatvija.isRecognized());	13.282027959823608	0	1	0	0	0
/	5	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertNotNull(austrumlatvija);	13.40294599533081	0	1	0	0	0
/	6	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(austrumlatvija.wordforms.isEmpty());	13.931395053863525	0	1	0	0	0
/	7	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertNotEquals(0,austrumlatvija.wordforms.size());	13.589422941207886	0	1	0	0	0
/	8	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(!austrumlatvija.wordforms.isEmpty());	13.805589437484741	0	1	0	0	0
/	9	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertNotSame(0,austrumlatvija.wordforms.size());	13.450902938842773	0	1	0	0	0
/	10	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertFalse(austrumlatvija.wordforms.isEmpty());	26.40510320663452	0	1	0	0	0
/	11	//	MorphologyTest	izskanjas	assertTrue(austrumlatvija.isRecognized());	assertTrue(austrumlatvija.isRecognized());	40.4467408657074	1	0	0	0	0
3	0	PeterisP/morphology	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	30.49718475341797	1	0	0	0	0
/	1	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	22.849212884902954	1	0	0	0	0
/	4	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertEquals(true,w.isRecognized());	11.851338863372803	0	1	0	0	0
/	7	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertNotNull(w);	12.230640888214111	0	1	0	0	0
/	11	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse()`.Here'sanexample:);	15.359841108322144	0	1	0	0	0
/	15	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	12.349635124206543	1	0	0	0	0
/	18	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	24.612495183944702	1	0	0	0	0
/	19	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(!w.isRecognized());	14.207818984985352	0	1	0	0	0
/	21	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(!w.isRecognized());	42.64415717124939	0	1	0	0	0
/	23	//	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertNotEquals()`method?Here'sanexample:);	12.783443927764893	0	1	0	0	0
0	0	hazelcast/hazelcast-simulator	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertEquals(0,simulatorProperties.getCoordinatorPort());	38.582809925079346	1	0	0	0	0
/	1	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertTrue(simulatorProperties.getCoordinatorPort()>=0);	11.233595848083496	0	1	0	0	0
/	2	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotNull(simulatorProperties);	10.535752773284912	0	1	0	0	0
/	3	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotEquals(0,simulatorProperties.getCoordinatorPort()`isaplausible0);	10.556129932403564	0	1	0	0	0
/	4	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertFalse(simulatorProperties.getCoordinatorPort()<0);	10.925323009490967	0	1	0	0	0
/	5	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotEquals(actualValue`,where`expectedValue`isthevalueyouareexpectingand`actualValue`isthevalueyouobtainedfromthe`getCoordinatorPort()`method.This);	13.061678647994995	0	1	0	0	0
/	6	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertSame(expectedObject,actualObject`isaplausibleexpectedObject);	12.090678215026855	0	1	0	0	0
/	8	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotEquals(-1,simulatorProperties.getCoordinatorPort());	35.30736589431763	0	1	0	0	0
/	10	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertEquals(0,newSimulatorProperties().getCoordinatorPort());	32.64392805099487	0	1	0	0	0
/	11	//	SimulatorPropertiesTest	testGetCoordinatorPort	assertEquals(0,simulatorProperties.getCoordinatorPort());	assertNotSame(expectedObject,actualObject`isaplausibleexpectedObject,actualObject);	11.475405931472778	0	1	0	0	0
1	0	hazelcast/hazelcast-simulator	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	"assertEquals(""STR"",exception.getMessage());"	11.791546106338501	1	0	0	0	0
/	1	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	assertTrue(exception.getCause()instanceofRuntimeException);	10.414335012435913	0	1	0	0	0
/	2	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	assertNotNull(exception.getCause());	10.235356092453003	0	1	0	0	0
/	4	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	"assertTrue(exception.getMessage().contains(""STR""));"	10.288363933563232	0	1	0	0	0
/	5	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	"assertArrayEquals(2,""3""});"	11.378594875335693	0	1	0	0	0
/	6	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	"assertEquals(""STR"",exception.getMessage());"	23.210164785385132	1	0	0	0	0
/	7	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	"assertTrue(exception.getMessage().startsWith(""STR""));"	10.405302047729492	0	1	0	0	0
/	8	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	assertEquals(cause,exception.getCause()`isaplausiblecause);	10.986080169677734	0	1	0	0	0
/	9	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	assertEquals(3,exception.getArgs().length`isaplausible3);	11.03152084350586	0	1	0	0	0
/	10	//	TestExceptionTest	testConstructor_withMessageFormat_withException	"assertEquals(""STR"",exception.getMessage());"	assertFalse(exception.getMessage().isEmpty());	10.240257024765015	0	1	0	0	0
2	1	//	ExceptionReporterTest	testReport	assertTrue(exceptionFile.exists());	assertTrue(exceptionFile.exists());	10.960290908813477	1	0	0	0	0
