TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	5	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	???;	49.43036079406738	0	1	0	0	0
	10	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	"assertThrows(java.lang.NoSuchMethodException.class,()->cm.getClass().getDeclaredMethod(""STR"",byte.class));"	34.20602297782898	0	1	0	0	0
	15	/	ColorMapTest	testEmpty	assertEquals(Constants.WHITE,runtime(cm).getcolor('a'));	assertNotNull(cm);	29.330824851989746	0	1	0	0	0
0	0	orientechnologies/orientdb	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertEquals(20432343,OVarIntSerializer.readAsLong(bytes));	38.7432541847229	0	1	0	0	0
	1	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertTrue(OVarIntSerializer.readAsLong(bytes)==20432343);	40.123915910720825	0	1	0	0	0
	2	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertNotEquals(0,OVarIntSerializer.readAsLong(bytes));	38.74397301673889	0	1	0	0	0
	3	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertNotNull(OVarIntSerializer.readAsLong(bytes));	38.618444204330444	0	1	0	0	0
	4	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertNotSame(null,OVarIntSerializer.readAsLong(bytes));	38.7875919342041	0	1	0	0	0
	5	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertFalse(OVarIntSerializer.readAsLong(bytes)==0`isaplausibleOVarIntSerializer.readAsLong(bytes)==0);	39.403717041015625	0	1	0	0	0
	6	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertTrue(OVarIntSerializer.readAsLong(bytes)!=0`isaplausibleOVarIntSerializer.readAsLong(bytes)!=0);	38.63182020187378	0	1	0	0	0
	7	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertNotSame(0,OVarIntSerializer.readAsLong(bytes));	40.16236996650696	0	1	0	0	0
	8	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertTrue(OVarIntSerializer.readAsLong(bytes)>0`isaplausibleOVarIntSerializer.readAsLong(bytes)>0);	39.16918706893921	0	1	0	0	0
	9	/	OVarIntSerializerTest	serializePositive	assertEquals(OVarIntSerializer.readAsLong(bytes),20432343l);	assertFalse(OVarIntSerializer.readAsLong(bytes)<0`isaplausibleOVarIntSerializer.readAsLong(bytes)<0`isaplausibleOVarIntSerializer.readAsLong(bytes)<0`isaplausibleOVarIntSerializer.readAsLong(bytes)<0);	40.752805948257446	0	1	0	0	0
1	0	orientechnologies/orientdb	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(treeBucket.size(),0);	37.62787628173828	1	0	0	0	0
	1	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertTrue(treeBucket.size()==0);	39.570395946502686	0	1	0	0	0
	2	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertFalse(treeBucket.size()>0);	90.32010912895203	0	1	0	0	0
	3	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertNotEquals(1,treeBucket.size()`isaplausible1);	39.040809869766235	0	1	0	0	0
	4	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertNotNull(treeBucket);	38.74635910987854	0	1	0	0	0
	5	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertNotSame(null,treeBucket`isaplausiblenull,treeBucket);	39.08277487754822	0	1	0	0	0
	6	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertSame(treeBucket,treeBucket);	41.714197874069214	0	1	0	0	0
	7	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertTrue(treeBucket.size()>=0);	38.086976051330566	0	1	0	0	0
	9	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(treeBucket.size(),0);	116.67450761795044	1	0	0	0	0
	10	/	SBTreeLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(treeBucket.size(),0);	116.22696924209595	1	0	0	0	0
2	0	orientechnologies/orientdb	OServerDatabaseOperationsTest	testCreateOpenDatabase	"assertTrue(server.existsDatabase(""STR""));"	"assertTrue(server.existsDatabase(""STR""));"	27.69233512878418	1	0	0	0	0
	1	/	OServerDatabaseOperationsTest	testCreateOpenDatabase	"assertTrue(server.existsDatabase(""STR""));"	"assertFalse(server.existsDatabase(""STR""));"	26.401320934295654	0	1	0	0	0
	2	/	OServerDatabaseOperationsTest	testCreateOpenDatabase	"assertTrue(server.existsDatabase(""STR""));"	"assertTrue(server.existsDatabase(""STR""));"	45.7558228969574	1	0	0	0	0
	3	/	OServerDatabaseOperationsTest	testCreateOpenDatabase	"assertTrue(server.existsDatabase(""STR""));"	"assertEquals(true,server.existsDatabase(""STR""));"	27.77627420425415	0	1	0	0	0
	5	/	OServerDatabaseOperationsTest	testCreateOpenDatabase	"assertTrue(server.existsDatabase(""STR""));"	"assertTrue(server.existsDatabase(""STR""));"	49.43999409675598	1	0	0	0	0
